Component,Origin,License,Copyright
queue-microtask,NPM,MIT,Copyright (c) Feross Aboukhadijeh
vitefu,NPM,MIT,Copyright (c) 2022 Bjorn and Dominik
callsites,NPM,MIT,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
reusify,NPM,MIT,Copyright (c) 2015 Matteo Collina
@types/pug,NPM,MIT, Copyright TonyYang <https://github.com/TonyPythoneer>
@types/cookie,NPM,MIT,Copyright Pine Mizune <https://github.com/pine> and Piotr Błażejewicz <https://github.com/peterblazejewicz>
@types/node,NPM,MIT, Copyright Microsoft TypeScript <https://github.com/Microsoft> DefinitelyTyped <https://github.com/DefinitelyTyped> Alberto Schiabel <https://github.com/jkomyno> Alvis HT Tang <https://github.com/alvis> Andrew Makarov <https://github.com/r3nya> Benjamin Toueg <https://github.com/btoueg> Chigozirim C. <https://github.com/smac89> David Junger <https://github.com/touffy> Deividas Bakanas <https://github.com/DeividasBakanas> Eugene Y. Q. Shen <https://github.com/eyqs> Hannes Magnusson <https://github.com/Hannes-Magnusson-CK> Huw <https://github.com/hoo29> Kelvin Jin <https://github.com/kjin> Klaus Meinhardt <https://github.com/ajafff> Lishude <https://github.com/islishude> Mariusz Wiktorczyk <https://github.com/mwiktorczyk> Mohsen Azimi <https://github.com/mohsen1> Nicolas Even <https://github.com/n-e> Nikita Galkin <https://github.com/galkin> Parambir Singh <https://github.com/parambirs> Sebastian Silbermann <https://github.com/eps1lon> Simon Schick <https://github.com/SimonSchick> Thomas den Hollander <https://github.com/ThomasdenH> Wilco Bakker <https://github.com/WilcoBakker> wwwy3y3 <https://github.com/wwwy3y3> Samuel Ainsworth <https://github.com/samuela> Kyle Uehlein <https://github.com/kuehlein> Thanik Bhongbhibhat <https://github.com/bhongy> Marcin Kopacz <https://github.com/chyzwar> Trivikram Kamat <https://github.com/trivikr> Junxiao Shi <https://github.com/yoursunny> Ilia Baryshnikov <https://github.com/qwelias> ExE Boss <https://github.com/ExE-Boss> Piotr Błażejewicz <https://github.com/peterblazejewicz> Anna Henningsen <https://github.com/addaleax> Victor Perin <https://github.com/victorperin> Yongsheng Zhang <https://github.com/ZYSzys> NodeJS Contributors <https://github.com/NodeJS> Linus Unnebäck <https://github.com/LinusU> wafuwafu13 <https://github.com/wafuwafu13> Matteo Collina <https://github.com/mcollina> Dmitry Semigradsky <https://github.com/Semigradsky>
@types/sass,NPM,MIT, Copyright Alan Agius <https://github.com/alan-agius4> Silas Rech <https://github.com/lenovouser> Justin Leider <https://github.com/jleider>
path-is-absolute,NPM,MIT,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
@sveltejs/kit,NPM,MIT,Copyright (c) 2020 [these people](https://github.com/sveltejs/kit/graphs/contributors)
@sveltejs/adapter-auto,NPM,MIT,Copyright (c) 2020 [these people](https://github.com/sveltejs/kit/graphs/contributors)
@sveltejs/vite-plugin-svelte,NPM,MIT,Copyright (c) 2021 [these people](https://github.com/sveltejs/vite-plugin-svelte/graphs/contributors)
ms,NPM,MIT,Copyright (c) 2016 Zeit, Inc.
svelte,NPM,MIT,Copyright (c) 2016-22 [these people](https://github.com/sveltejs/svelte/graphs/contributors)
esm-env,NPM,MIT,Copyright (c) 2022 [Ben McCann](https://www.benmccann.com/)
tiny-glob,NPM,MIT,Copyright (c) 2018 Terkel
